class,synonym,clase,sinónimo
DOID:14118,hypercholesterinaemic xanthomatosis,DOID:14118,xantomatosis hipercolesterinémica
DOID:14118,hyperchylomicronemia,DOID:14118,hipercilomicronemia
DOID:14118,mixed hyperglyceridemia,DOID:14118,hipergliceridemia mixta
DOID:1461,atheroembolism,DOID:1461,ateroembolismo
DOID:1461,cholesterol crystal embolism,DOID:1461,embolia de cristales de colesterol
DOID:1461,purple toe syndrome,DOID:1461,síndrome del dedo morado
DOID:1461,trash foot,DOID:1461,pie de basura
DOID:1461,warfarin blue toe syndrome,DOID:1461,síndrome del dedo azul de la warfarina
DOID:14125,VIth Cranial nerve tumors,DOID:14125,Tumores del VI par craneal
DOID:14125,neoplasm of abducens nerve,DOID:14125,neoplasia del nervio abducens
DOID:14133,Broad ligament laceration syndrome,DOID:14133,Síndrome de laceración del ligamento ancho
DOID:14139,Lymphoma of anus,DOID:14139,Linfoma de ano
DOID:14145,anal melanoma,DOID:14145,melanoma anal
DOID:14145,malignant melanoma of anus,DOID:14145,melanoma maligno de ano
DOID:14146,Ureteric calculus,DOID:14146,Cálculo ureteral
DOID:14146,Ureteric stone,DOID:14146,Cálculo ureteral
DOID:14146,calculus of ureter,DOID:14146,cálculo de uréter
DOID:1415,Gyrate atrophy of the choroid and/or retina,DOID:1415,Atrofia girada de la coroides y/o de la retina
DOID:1415,Ornithinemia with gyrate atrophy,DOID:1415,Ornitinemia con atrofia girata
DOID:1415,gyrate atrophy of the retina,DOID:1415,atrofia giratoria de la retina
DOID:14150,Lymphoma of the Spinal Cord,DOID:14150,Linfoma de la médula espinal
DOID:14150,spinal cord cancer,DOID:14150,cáncer de médula espinal
DOID:5772,CNS hematopoietic tumor,DOID:5772,Tumor hematopoyético del SNC
DOID:5772,hematopoietic neoplasm of central nervous system,DOID:5772,neoplasia hematopoyética del sistema nervioso central
DOID:14151,melanoma of the Spinal Cord,DOID:14151,melanoma de la médula espinal
DOID:14152,sarcoma of the Spinal Cord,DOID:14152,sarcoma de la médula espinal
DOID:14155,Retrobulbar neuritis,DOID:14155,Neuritis retrobulbar
DOID:14165,hyperactive bilateral labyrinthine dysfunction,DOID:14165,disfunción laberíntica bilateral hiperactiva
DOID:14165,"hyperactive labyrinth, bilateral",DOID:14165,"laberinto hiperactivo, bilateral"
DOID:14172,Congestive rheumatic heart failure,DOID:14172,Insuficiencia cardíaca reumática congestiva
DOID:14172,Rheumatic heart failure,DOID:14172,Insuficiencia cardíaca reumática
DOID:14174,Neurolipocytoma,DOID:14174,Neurolipocitoma
DOID:14175,Hippel Lindau syndrome,DOID:14175,Síndrome de Hippel Lindau
DOID:14175,von Hippel-Lindau syndrome,DOID:14175,síndrome de von Hippel-Lindau
DOID:5241,Capillary Hemangioblastoma,DOID:5241,Hemangioblastoma capilar
DOID:14176,Immunoglobin G subclass deficiency,DOID:14176,Deficiencia de la subclase G de la inmunoglobina
DOID:14176,Selective IgG Immunodeficiency,DOID:14176,Inmunodeficiencia selectiva de IgG
DOID:14176,Selective Immunoglobulin G Subclass deficiency,DOID:14176,Deficiencia selectiva de la subclase de inmunoglobulina G
DOID:14176,Selective deficiency of IgG,DOID:14176,Deficiencia selectiva de IgG
DOID:14176,Selective immunoglobulin G deficiency,DOID:14176,Deficiencia selectiva de inmunoglobulina G
DOID:14179,BTK deficiency,DOID:14179,Deficiencia de BTK
DOID:14179,Bruton agammaglobulinemia tyrosine kinase deficiency,DOID:14179,Agammaglobulinemia de Bruton por deficiencia de tirosina cinasa
DOID:14179,Bruton disease,DOID:14179,Enfermedad de Bruton
DOID:14179,Bruton's Sex-Linked Agammaglobulinemia,DOID:14179,Agammaglobulinemia ligada al sexo de Bruton
DOID:14179,Bruton's agammaglobulinaemia,DOID:14179,Agammaglobulinemia de Bruton
DOID:14179,Bruton's type agammaglobulinemia,DOID:14179,Agammaglobulinemia tipo Bruton
DOID:14179,Bruton-type agammaglobulinemia,DOID:14179,Agammaglobulinemia tipo Bruton
DOID:14183,Alcohol-related polyneuropathy,DOID:14183,Polineuropatía relacionada con el alcohol
DOID:14183,Alcoholic polyneuropathy,DOID:14183,Polineuropatía alcohólica
DOID:14188,Adhesive capsulitis of shoulder,DOID:14188,Capsulitis adhesiva del hombro
DOID:14188,"adhesions-capsulitis,shoulder",DOID:14188,"adherencias-capsulitis,hombro"
DOID:970,Inflammation of tendon sheath,DOID:970,Inflamación de la vaina del tendón
DOID:14202,adult onset dermatomyositis,DOID:14202,dermatomiositis del adulto
DOID:14203,Juvenile dermatomyositis,DOID:14203,Dermatomiositis juvenil
DOID:14203,childhood Dermatomyositis,DOID:14203,Dermatomiositis infantil
DOID:14218,Dihydrouracil Dehydrogenase deficiency,DOID:14218,Deficiencia de dihidrouracilo deshidrogenasa
DOID:14218,familial pyrimidinaemia,DOID:14218,pirimidinemia familiar
DOID:14218,thymine-uracilurea,DOID:14218,timina-uracilurea
DOID:14221,dysmetabolic syndrome X,DOID:14221,síndrome dismetabólico X
DOID:14221,metabolic syndrome X,DOID:14221,síndrome metabólico X
DOID:14224,Calcification of trachea,DOID:14224,Calcificación de la tráquea
DOID:14239,Enteric tularemia,DOID:14239,Tularemia entérica
DOID:14239,intestinal tularaemia,DOID:14239,tularemia intestinal
DOID:14243,chronic pinna perichondritis,DOID:14243,pericondritis crónica del pabellón auricular
DOID:222,Perichondritis and chondritis of pinna,DOID:222,Pericondritis y condritis del pabellón auricular
DOID:222,Perichondritis of pinna,DOID:222,Pericondritis del pabellón auricular
DOID:14245,Cystoid macular degeneration of retina,DOID:14245,Degeneración macular cistoide de retina
DOID:14247,chronic suppurative otitis media,DOID:14247,otitis media supurativa crónica
DOID:14248,chronic atticoantral suppurative otitis media,DOID:14248,otitis media supurativa crónica atticoantral
DOID:1425,Ureter abscess,DOID:1425,Absceso ureteral
DOID:14250,Complete trisomy 21 syndrome,DOID:14250,Síndrome de trisomía 21 completa
DOID:14250,Down's syndrome,DOID:14250,Síndrome de Down
DOID:14250,Down's syndrome - trisomy 21,DOID:14250,Síndrome de Down - trisomía 21
DOID:14250,Downs syndrome,DOID:14250,Síndrome de Down
DOID:14250,G Trisomy,DOID:14250,G Trisomía
DOID:14250,trisomy 21 syndrome,DOID:14250,síndrome de trisomía 21
DOID:14251,Vitreoretinal dystrophies,DOID:14251,Distrofias vitreorretinianas
DOID:14256,adult onset Still's disease,DOID:14256,enfermedad de Still del adulto
DOID:14256,adult-onset Still disease,DOID:14256,enfermedad de Still del adulto
DOID:7148,"Arthritis or polyarthritis, rheumatic",DOID:7148,Artritis o poliartritis reumática
DOID:7148,atrophic Arthritis,DOID:7148,Artritis atrófica
DOID:14261,FRAGILE X MENTAL RETARDATION SYNDROME,DOID:14261,SÍNDROME DE RETRASO MENTAL FRÁGIL X
DOID:14261,MARKER X SYNDROME,DOID:14261,SÍNDROME DEL MARCADOR X
DOID:14261,MARTIN-BELL SYNDROME,DOID:14261,SÍNDROME DE MARTIN-BELL
DOID:14262,Candidiasis of mouth,DOID:14262,Candidiasis bucal
DOID:14262,Oral moniliasis,DOID:14262,Moniliasis oral
DOID:14262,"Thrush, oral",DOID:14262,Candidiasis oral
DOID:14262,thrush,DOID:14262,muguet
DOID:14264,benign familial neonatal seizures,DOID:14264,crisis neonatales familiares benignas
DOID:14264,benign neonatal convulsions,DOID:14264,convulsiones neonatales benignas
DOID:14265,Pulmonic insufficiency,DOID:14265,Insuficiencia pulmonar
DOID:14265,Pulmonic valve regurgitation,DOID:14265,Regurgitación de la válvula pulmonar
DOID:14265,pulmonary incompetence,DOID:14265,incompetencia pulmonar
DOID:14265,"pulmonary incompetence, non-rheumatic",DOID:14265,"incompetencia pulmonar, no reumática"
DOID:14265,pulmonary insufficiency following trauma and surgery,DOID:14265,insuficiencia pulmonar tras traumatismos y cirugía
DOID:14265,pulmonary regurg.,DOID:14265,regurg. pulmonar
DOID:14265,pulmonary regurgitation,DOID:14265,regurgitación pulmonar
DOID:5749,pulmonary valve disorder,DOID:5749,trastorno de la válvula pulmonar
DOID:14275,Atrophy of vulva,DOID:14275,Atrofia de la vulva
DOID:14276,Impingement syndrome of shoulder region,DOID:14276,Síndrome de pinzamiento de la región del hombro
DOID:14276,Subacromial impingement,DOID:14276,Pinzamiento subacromial
DOID:14283,Pachydermoperiostosis of nail,DOID:14283,Paquidermoperiostosis ungueal
DOID:14283,Pachydermoperiostosis syndrome,DOID:14283,Síndrome de paquidermoperiostosis
DOID:14286,Arthropathy associated with neurological disorder,DOID:14286,Artropatía asociada a un trastorno neurológico
DOID:14286,Charcot's arthropathy,DOID:14286,Artropatía de Charcot
DOID:14286,Neuropathic arthropathy,DOID:14286,Artropatía neuropática
DOID:14286,Charcot's joint,DOID:14286,Articulación de Charcot
DOID:14289,Ebstein's anomaly,DOID:14289,Anomalía de Ebstein
DOID:14289,Ebstein's anomaly of common atrioventricular valve,DOID:14289,Anomalía de Ebstein de la válvula auriculoventricular común
DOID:14289,Ebstein's anomaly of right atrioventricular valve,DOID:14289,Anomalía de Ebstein de la válvula auriculoventricular derecha
DOID:14289,Ebstein's anomaly of tricuspid valve,DOID:14289,Anomalía de Ebstein de la válvula tricúspide
DOID:14292,Dystrophy of vulva,DOID:14292,Distrofia de vulva
DOID:3798,Empyema of pleura,DOID:3798,Empiema de pleura
DOID:3798,Empyema of pleura without fistula,DOID:3798,Empiema de pleura sin fístula
DOID:3798,Empyema with no fistula,DOID:3798,Empiema sin fístula
DOID:3798,Empyema with pleural fistula,DOID:3798,Empiema con fístula pleural
DOID:3798,Empyema without mention of fistula,DOID:3798,Empiema sin mención de fístula
DOID:3798,"Empyema, chest",DOID:3798,Empiema torácico
DOID:3798,Pleural empyema with fistula,DOID:3798,Empiema pleural con fístula
DOID:3798,Purulent pleurisy,DOID:3798,Pleuresía purulenta
DOID:3798,Thorax abscess,DOID:3798,Absceso torácico
DOID:3798,abscess of pleural cavity,DOID:3798,absceso de la cavidad pleural
DOID:3798,abscess of thorax,DOID:3798,absceso de tórax
DOID:3798,empyema,DOID:3798,empiema
DOID:3798,empyema with fistula,DOID:3798,empiema con fístula
DOID:3798,lung empyema,DOID:3798,empiema pulmonar
DOID:3798,pleural empyema with no fistula,DOID:3798,empiema pleural sin fístula
DOID:3798,purulent pleuritis,DOID:3798,pleuritis purulenta
DOID:3798,pyothorax,DOID:3798,piotórax
DOID:14308,Angiolymphoid Cutaneous hyperplasia,DOID:14308,Hiperplasia cutánea angiolinfática
DOID:14308,epithelioid hemangioma of skin,DOID:14308,hemangioma epitelioide de piel
DOID:14323,Marfan's syndrome,DOID:14323,Síndrome de Marfan
DOID:14324,Malaria by Plasmodium malariae,DOID:14324,Paludismo por Plasmodium malariae
DOID:14324,Quartan Malaria,DOID:14324,Quartan Paludismo
DOID:14325,Malaria fever by more than one parasite,DOID:14325,Fiebre palúdica por más de un parásito
DOID:14325,malaria by more than one parasite,DOID:14325,paludismo por más de un parásito
DOID:14332,postencephalitic parkinsonism,DOID:14332,parkinsonismo postencefalítico
DOID:14336,hyperestrogenism,DOID:14336,hiperestrogenismo
DOID:14350,Infectious thyroiditis,DOID:14350,Tiroiditis infecciosa
DOID:14350,acute suppurative thyroiditis,DOID:14350,tiroiditis supurativa aguda
DOID:14351,Riedel fibrosing thyroiditis,DOID:14351,Tiroiditis fibrosante de Riedel
DOID:14365,carnitine transporter deficiency,DOID:14365,deficiencia del transportador de carnitina
DOID:14365,carnitine uptake defect,DOID:14365,defecto de captación de carnitina
DOID:14365,deficiency of plasma-membrane carnitine transporter,DOID:14365,deficiencia del transportador de carnitina de la membrana plasmática
DOID:14365,primary carnitine deficiency,DOID:14365,deficiencia primaria de carnitina
DOID:14365,renal carnitine transport defect,DOID:14365,defecto del transporte renal de carnitina
DOID:14374,Crusted scabies,DOID:14374,Sarna costrosa
DOID:8295,Infestation by Sarcoptes scabiei,DOID:8295,Infestación por Sarcoptes scabiei
DOID:8295,Infestation by Sarcoptes scabiei var hominis,DOID:8295,Infestación por Sarcoptes scabiei var hominis
DOID:8295,Sarcoptic itch,DOID:8295,Prurito sarcóptico
DOID:1439,Pus cells in urine,DOID:1439,Células de pus en la orina
DOID:1440,Azorean disease,DOID:1440,Enfermedad de las Azores
DOID:1440,MJD,DOID:1440,MJD
DOID:1440,SCA3,DOID:1440,SCA3
DOID:1440,spinocerebellar ataxia 3,DOID:1440,ataxia espinocerebelosa 3
DOID:1440,spinocerebellar ataxia type 3,DOID:1440,ataxia espinocerebelosa tipo 3
DOID:14413,Bilateral loss of labyrinthine reactivity,DOID:14413,Pérdida bilateral de la reactividad laberíntica
DOID:14413,"Loss of labyrinthine reactivity, bilateral",DOID:14413,"Pérdida de reactividad laberíntica, bilateral"
DOID:14415,Calve - Perthes' disease,DOID:14415,Calve - Enfermedad de Perthes
DOID:14415,Coxa plana,DOID:14415,Coxa plana
DOID:14415,Juvenile osteochond-hip/pelvis,DOID:14415,Osteocondilitis juvenil de cadera/pelvis
DOID:14415,Juvenile osteochondrosis of hip and/or pelvis,DOID:14415,Osteocondrosis juvenil de cadera y/o pelvis
DOID:14415,Perthe's disease,DOID:14415,Enfermedad de Perthe
DOID:14415,Perthes disease,DOID:14415,Enfermedad de Perthes
DOID:14415,juvenile osteochondrosis of hip and pelvis,DOID:14415,osteocondrosis juvenil de cadera y pelvis
DOID:14415,osteochondrosis of Legg-Calve-Perthes,DOID:14415,osteocondrosis de Legg-Calve-Perthes
DOID:14415,pseudocoxalgia,DOID:14415,pseudocoxalgia
DOID:14415,Legg-Calve-Perthes symptom,DOID:14415,Síntoma de Legg-Calve-Perthes
DOID:14418,Dracontiasis,DOID:14418,Dracontiasis
DOID:14418,Infection by Dracunculus medinensis,DOID:14418,Infección por Dracunculus medinensis
DOID:14422,Infection by Dipetalonema,DOID:14422,Infección por Dipetalonema
DOID:14422,Infection by Dipetalonema perstans,DOID:14422,Infección por Dipetalonema perstans
DOID:14422,dipetalonema infectious disease,DOID:14422,dipetalonema enfermedad infecciosa
DOID:14427,Glucagon secretion abnormality,DOID:14427,Anomalía de la secreción de glucagón
DOID:14444,Sclerokeratitis,DOID:14444,Escleroqueratitis
DOID:14445,Anatomical narrow angle glaucoma,DOID:14445,Glaucoma anatómico de ángulo estrecho
DOID:14445,chronic angle-closure glaucoma,DOID:14445,glaucoma crónico de ángulo cerrado
DOID:14445,chronic narrow angle glaucoma,DOID:14445,glaucoma crónico de ángulo estrecho
DOID:14451,familial hyperkalemic periodic paralysis,DOID:14451,parálisis periódica hiperpotasémica familiar
DOID:14452,Hypokalemic familial periodic paralysis,DOID:14452,Parálisis periódica familiar hipopotasémica
DOID:14452,Periodic paralysis I,DOID:14452,Parálisis periódica I
DOID:14452,Westphal disease,DOID:14452,Enfermedad de Westphal
DOID:14452,familial hypokalemic periodic paralysis,DOID:14452,parálisis periódica hipocalémica familiar
DOID:14452,familial periodic paralysis,DOID:14452,parálisis periódica familiar
DOID:14452,periodic hypokalemic paralysis,DOID:14452,parálisis hipocalémica periódica
DOID:14453,Farmers lung,DOID:14453,Pulmón de granjero
DOID:14453,farmer lung,DOID:14453,pulmón de granjero
DOID:14459,Angioma of the orbit,DOID:14459,Angioma de la órbita
DOID:14463,Cavernous Angioma of orbit,DOID:14463,Angioma cavernoso de órbita
DOID:483,Cavernoma,DOID:483,Cavernoma
DOID:483,Cavernous haemangioma,DOID:483,Hemangioma cavernoso
DOID:14482,Gestational herpes,DOID:14482,Herpes gestacional
DOID:14482,herpes gestationis,DOID:14482,herpes gestacional
DOID:14489,lymphoma of ureter,DOID:14489,linfoma de uréter
DOID:14491,regional Ureteric carcinoma,DOID:14491,Carcinoma ureteral regional
DOID:14491,regional malignant ureteral tumor,DOID:14491,tumor ureteral maligno regional
DOID:4939,ureteral carcinoma,DOID:4939,carcinoma ureteral
DOID:14495,Dumping (jejunal) syndrome,DOID:14495,Síndrome de vaciado (yeyunal)
DOID:14495,Jejunal syndrome,DOID:14495,Síndrome yeyunal
DOID:8439,Postgastric surgery syndrome,DOID:8439,Síndrome poscirugía gástrica
DOID:14497,Acid esterase deficiency,DOID:14497,Deficiencia de esterasa ácida
DOID:14497,Acid lipase deficiency,DOID:14497,Deficiencia de lipasa ácida
DOID:14497,Wolman xanthomatosis,DOID:14497,Xantomatosis de Wolman
DOID:14497,Wolman's disease,DOID:14497,Enfermedad de Wolman
DOID:14497,Wolman's or triglyceride storage type III disease,DOID:14497,Enfermedad de Wolman o de almacenamiento de triglicéridos de tipo III
DOID:14497,"Xanthomatosis, familial",DOID:14497,Xantomatosis familiar
DOID:14497,acute infantile lysosomal acid lipase deficiency,DOID:14497,deficiencia aguda infantil de lipasa ácida lisosomal
DOID:14497,complete LAL deficiency,DOID:14497,deficiencia completa de LAL
DOID:14497,complete LIPA deficiency,DOID:14497,carencia total de LIPA
DOID:14497,complete cholesterol ester hydrolase deficiency,DOID:14497,deficiencia completa de colesterol éster hidrolasa
DOID:14497,complete lysosomal acid lipase deficiency,DOID:14497,deficiencia completa de lipasa ácida lisosomal
DOID:14498,Lipid proteinosis,DOID:14498,Proteinosis lipídica
DOID:14498,URBACH-WIETHE DISEASE,DOID:14498,ENFERMEDAD DE URBACH-WIETHE
DOID:14499,Alpha-galactosidase A deficiency,DOID:14499,Deficiencia de alfa-galactosidasa A
DOID:14499,Angiokeratoma Corporis Diffusum,DOID:14499,Angioqueratoma corporis diffusum
DOID:14499,"Fabry Disease, Cardiac Variant",DOID:14499,"Enfermedad de Fabry, variante cardíaca"
DOID:14499,Fabry's disease,DOID:14499,Enfermedad de Fabry
DOID:14499,alpha galactosidase deficiency,DOID:14499,deficiencia de alfa galactosidasa
DOID:14499,deficiency of melibiase,DOID:14499,deficiencia de melibiasa
DOID:14500,A-fucosidase deficiency,DOID:14500,Deficiencia de A-fucosidasa
DOID:14500,alpha fucosidase deficiency,DOID:14500,deficiencia de alfa fucosidasa
DOID:14501,FALDH deficiency,DOID:14501,Deficiencia de FALDH
DOID:14501,SLS,DOID:14501,SLS
DOID:14501,Sjogren Larsson syndrome,DOID:14501,Síndrome de Sjogren Larsson
DOID:14501,Sjogren-Larsson's syndrome,DOID:14501,Síndrome de Sjogren-Larsson
DOID:14501,fatty acid alcohol oxidoreductase deficiency,DOID:14501,deficiencia de ácido graso alcohol oxidorreductasa
DOID:14502,CESD,DOID:14502,CESD
DOID:14502,partial LAL deficiency,DOID:14502,deficiencia parcial de LAL
DOID:14502,partial LIPA deficiency,DOID:14502,deficiencia parcial de LIPA
